taxid,input_term,domain,kingdom,phylum,class,order,family,genus,species
2479206,Cenarchaeum_sp,d__Archaea,k__Archaea,p__Thaumarchaeota,c__Cenarchaeales__O+,o__Cenarchaeales,f__Cenarchaeaceae,g__Cenarchaeum,s__Cenarchaeum_sp
1455609,Haloterrigena_jeotgali_A29,d__Archaea,k__Archaea,p__Euryarchaeota,c__Halobacteria,o__Natrialbales,f__Natrialbaceae,g__Haloterrigena,s__Haloterrigena_jeotgali
2691038,Candidatus_Methanoperedenaceae_archaeon_GB50,d__Archaea,k__Archaea,p__Euryarchaeota,c__Methanomicrobia,o__Methanosarcinales,f__Candidatus_Methanoperedenaceae,g__Candidatus_Methanoperedenaceae_archaeon_GB50__S+,s__Candidatus_Methanoperedenaceae_archaeon_GB50
662476,Haloarcula_sinaiiensis_ATCC_33800,d__Archaea,k__Archaea,p__Euryarchaeota,c__Halobacteria,o__Halobacteriales,f__Haloarculaceae,g__Haloarcula,s__Haloarcula_sinaiiensis
2517205,Candidatus_Methanomethylophilaceae_archaeon,d__Archaea,k__Archaea,p__Candidatus_Thermoplasmatota,c__Thermoplasmata,o__Methanomassiliicoccales,f__Candidatus_Methanomethylophilaceae,g__Candidatus_Methanomethylophilaceae_archaeon__S+,s__Candidatus_Methanomethylophilaceae_archaeon
2610902,Halomicrobium_sp_LC1Hm,d__Archaea,k__Archaea,p__Euryarchaeota,c__Halobacteria,o__Halobacteriales,f__Haloarculaceae,g__Halomicrobium,s__Halomicrobium_sp_LC1Hm
2739057,Halorubrum_sp_RHB_C,d__Archaea,k__Archaea,p__Euryarchaeota,c__Halobacteria,o__Haloferacales,f__Halorubraceae,g__Halorubrum,s__Halorubrum_sp_RHB_C
1934984,Archaeoglobus_sp_JdFR_27,d__Archaea,k__Archaea,p__Euryarchaeota,c__Archaeoglobi,o__Archaeoglobales,f__Archaeoglobaceae,g__Archaeoglobus,s__Archaeoglobus_sp_JdFR_27
243232,Methanocaldococcus_jannaschii_DSM_2661,d__Archaea,k__Archaea,p__Euryarchaeota,c__Methanococci,o__Methanococcales,f__Methanocaldococcaceae,g__Methanocaldococcus,s__Methanocaldococcus_jannaschii
2053491,Candidatus_Thorarchaeota_archaeon,d__Archaea,k__Archaea,p__Candidatus_Thorarchaeota,c__Candidatus_Thorarchaeota_archaeon__S+,o__Candidatus_Thorarchaeota_archaeon__S+,f__Candidatus_Thorarchaeota_archaeon__S+,g__Candidatus_Thorarchaeota_archaeon__S+,s__Candidatus_Thorarchaeota_archaeon
2666342,Methanosphaera_sp,d__Archaea,k__Archaea,p__Euryarchaeota,c__Methanobacteria,o__Methanobacteriales,f__Methanobacteriaceae,g__Methanosphaera,s__Methanosphaera_sp
1915584,Methanosarcina_sp_UBA376,d__Archaea,k__Archaea,p__Euryarchaeota,c__Methanomicrobia,o__Methanosarcinales,f__Methanosarcinaceae,g__Methanosarcina,s__Methanosarcina_sp_UBA376
2758717,Methanomethylovorans_sp,d__Archaea,k__Archaea,p__Euryarchaeota,c__Methanomicrobia,o__Methanosarcinales,f__Methanosarcinaceae,g__Methanomethylovorans,s__Methanomethylovorans_sp
2604878,Cenarchaeum_sp_SB0667_bin_13,d__Archaea,k__Archaea,p__Thaumarchaeota,c__Cenarchaeales__O+,o__Cenarchaeales,f__Cenarchaeaceae,g__Cenarchaeum,s__Cenarchaeum_sp_SB0667_bin_13
1132502,Sulfolobus_islandicus_M_16_30,d__Archaea,k__Archaea,p__Crenarchaeota,c__Thermoprotei,o__Sulfolobales,f__Sulfolobaceae,g__Sulfolobus,s__Sulfolobus_islandicus
2282654,Saliphagus_sp_LR7,d__Archaea,k__Archaea,p__Euryarchaeota,c__Halobacteria,o__Natrialbales,f__Natrialbaceae,g__Saliphagus,s__Saliphagus_sp_LR7
2795383,Nitrosopumilus_sp_K4,d__Archaea,k__Archaea,p__Thaumarchaeota,c__Nitrosopumilales__O+,o__Nitrosopumilales,f__Nitrosopumilaceae,g__Nitrosopumilus,s__Nitrosopumilus_sp_K4
1904752,Halobacteriales_archaeon,d__Archaea,k__Archaea,p__Euryarchaeota,c__Halobacteria,o__Halobacteriales,f__Halobacteriales_archaeon__S+,g__Halobacteriales_archaeon__S+,s__Halobacteriales_archaeon
1915671,Methanomassiliicoccaceae_archaeon_UBA480,d__Archaea,k__Archaea,p__Candidatus_Thermoplasmatota,c__Thermoplasmata,o__Methanomassiliicoccales,f__Methanomassiliicoccaceae,g__Methanomassiliicoccaceae_archaeon_UBA480__S+,s__Methanomassiliicoccaceae_archaeon_UBA480
1919154,Halobacteriales_archaeon_QH_6_64_20,d__Archaea,k__Archaea,p__Euryarchaeota,c__Halobacteria,o__Halobacteriales,f__Halobacteriales_archaeon_QH_6_64_20__S+,g__Halobacteriales_archaeon_QH_6_64_20__S+,s__Halobacteriales_archaeon_QH_6_64_20
192952,Methanosarcina_mazei_Go1,d__Archaea,k__Archaea,p__Euryarchaeota,c__Methanomicrobia,o__Methanosarcinales,f__Methanosarcinaceae,g__Methanosarcina,s__Methanosarcina_mazei
1130302,crenarchaeote_SCGC_AAA261_L14,d__Archaea,k__Archaea,p__Crenarchaeota,c__crenarchaeote_SCGC_AAA261_L14__S+,o__crenarchaeote_SCGC_AAA261_L14__S+,f__crenarchaeote_SCGC_AAA261_L14__S+,g__crenarchaeote_SCGC_AAA261_L14__S+,s__crenarchaeote_SCGC_AAA261_L14
1855858,Halorubrum_sp_ASP121,d__Archaea,k__Archaea,p__Euryarchaeota,c__Halobacteria,o__Haloferacales,f__Halorubraceae,g__Halorubrum,s__Halorubrum_sp_ASP121
1915780,Euryarchaeota_archaeon_UBA10,d__Archaea,k__Archaea,p__Candidatus_Thermoplasmatota,c__Candidatus_Poseidoniia,o__Candidatus_Poseidoniales,f__Euryarchaeota_archaeon_UBA10__S+,g__Euryarchaeota_archaeon_UBA10__S+,s__Euryarchaeota_archaeon_UBA10
2552943,Haloterrigena_sp_H1,d__Archaea,k__Archaea,p__Euryarchaeota,c__Halobacteria,o__Natrialbales,f__Natrialbaceae,g__Haloterrigena,s__Haloterrigena_sp_H1
2904243,Halobaculum_sp_CBA1158,d__Archaea,k__Archaea,p__Euryarchaeota,c__Halobacteria,o__Haloferacales,f__Halorubraceae,g__Halobaculum,s__Halobaculum_sp_CBA1158
2507556,Candidatus_Nitrosotenuis_sp,d__Archaea,k__Archaea,p__Thaumarchaeota,c__Candidatus_Nitrosotenuis__G+,o__Candidatus_Nitrosotenuis__G+,f__Candidatus_Nitrosotenuis__G+,g__Candidatus_Nitrosotenuis,s__Candidatus_Nitrosotenuis_sp
1122961,Picrophilus_oshimae_DSM_9789,d__Archaea,k__Archaea,p__Candidatus_Thermoplasmatota,c__Thermoplasmata,o__Thermoplasmatales,f__Picrophilaceae,g__Picrophilus,s__Picrophilus_oshimae
2593994,Candidatus_Methanosuratus_subterraneum,d__Archaea,k__Archaea,p__Candidatus_Verstraetearchaeota,c__Candidatus_Methanomethylia,o__Candidatus_Methanomethyliales,f__Candidatus_Methanomethyliaceae,g__Candidatus_Methanosuratus,s__Candidatus_Methanosuratus_subterraneum
2715750,Haloarcula_sp_R1_2,d__Archaea,k__Archaea,p__Euryarchaeota,c__Halobacteria,o__Halobacteriales,f__Haloarculaceae,g__Haloarcula,s__Haloarcula_sp_R1_2
1073081,Halarchaeum_solikamskense,d__Archaea,k__Archaea,p__Euryarchaeota,c__Halobacteria,o__Halobacteriales,f__Halobacteriaceae,g__Halarchaeum,s__Halarchaeum_solikamskense
755311,Natronoarchaeum_rubrum,d__Archaea,k__Archaea,p__Euryarchaeota,c__Halobacteria,o__Halobacteriales,f__Halobacteriaceae,g__Natronoarchaeum,s__Natronoarchaeum_rubrum
2528041,Methanomassiliicoccus_sp,d__Archaea,k__Archaea,p__Candidatus_Thermoplasmatota,c__Thermoplasmata,o__Methanomassiliicoccales,f__Methanomassiliicoccaceae,g__Methanomassiliicoccus,s__Methanomassiliicoccus_sp
1935127,Candidatus_Hydrothermarchaeota_archaeon_JdFR_16,d__Archaea,k__Archaea,p__Candidatus_Hydrothermarchaeota,c__Candidatus_Hydrothermarchaeota_archaeon_JdFR_16__S+,o__Candidatus_Hydrothermarchaeota_archaeon_JdFR_16__S+,f__Candidatus_Hydrothermarchaeota_archaeon_JdFR_16__S+,g__Candidatus_Hydrothermarchaeota_archaeon_JdFR_16__S+,s__Candidatus_Hydrothermarchaeota_archaeon_JdFR_16
2876190,Haloprofundus_sp_Gai1_5,d__Archaea,k__Archaea,p__Euryarchaeota,c__Halobacteria,o__Haloferacales,f__Haloferacaceae,g__Haloprofundus,s__Haloprofundus_sp_Gai1_5
859350,Candidatus_Nitrosopumilus_salaria_BD31,d__Archaea,k__Archaea,p__Thaumarchaeota,c__Nitrosopumilales__O+,o__Nitrosopumilales,f__Nitrosopumilaceae,g__Nitrosopumilus,s__Candidatus_Nitrosopumilus_salaria
2817952,Candidatus_Altiarchaeum_sp,d__Archaea,k__Archaea,p__Candidatus_Altiarchaeota,c__Candidatus_Altiarchaeales__O+,o__Candidatus_Altiarchaeales,f__Candidatus_Altiarchaeum__G+,g__Candidatus_Altiarchaeum,s__Candidatus_Altiarchaeum_sp
1132500,Sulfolobus_islandicus_M_16_22,d__Archaea,k__Archaea,p__Crenarchaeota,c__Thermoprotei,o__Sulfolobales,f__Sulfolobaceae,g__Sulfolobus,s__Sulfolobus_islandicus
2614230,Ferroglobus_sp,d__Archaea,k__Archaea,p__Euryarchaeota,c__Archaeoglobi,o__Archaeoglobales,f__Archaeoglobaceae,g__Ferroglobus,s__Ferroglobus_sp
2250276,Hadesarchaea_archaeon,d__Archaea,k__Archaea,p__Euryarchaeota,c__Hadesarchaea,o__Hadesarchaea_archaeon__S+,f__Hadesarchaea_archaeon__S+,g__Hadesarchaea_archaeon__S+,s__Hadesarchaea_archaeon
1622207,Haloarcula_sp_K1,d__Archaea,k__Archaea,p__Euryarchaeota,c__Halobacteria,o__Halobacteriales,f__Haloarculaceae,g__Haloarcula,s__Haloarcula_sp_K1
1811674,Methanobacterium_sp_PtaB_Bin024,d__Archaea,k__Archaea,p__Euryarchaeota,c__Methanobacteria,o__Methanobacteriales,f__Methanobacteriaceae,g__Methanobacterium,s__Methanobacterium_sp_PtaB_Bin024
1811585,Nitrosopelagicus_sp_REDSEA_S27_B13N2,d__Archaea,k__Archaea,p__Thaumarchaeota,c__Candidatus_Nitrosopelagicus__G+,o__Candidatus_Nitrosopelagicus__G+,f__Candidatus_Nitrosopelagicus__G+,g__Candidatus_Nitrosopelagicus,s__Nitrosopelagicus_sp_REDSEA_S27_B13N2
651141,uncultured_thaumarchaeote,d__Archaea,k__Archaea,p__Thaumarchaeota,c__uncultured_thaumarchaeote__S+,o__uncultured_thaumarchaeote__S+,f__uncultured_thaumarchaeote__S+,g__uncultured_thaumarchaeote__S+,s__uncultured_thaumarchaeote
1126237,Halobellus_rarus,d__Archaea,k__Archaea,p__Euryarchaeota,c__Halobacteria,o__Haloferacales,f__Haloferacaceae,g__Halobellus,s__Halobellus_rarus
1674798,Methanosarcinales_archaeon_Methan_01,d__Archaea,k__Archaea,p__Euryarchaeota,c__Methanomicrobia,o__Methanosarcinales,f__Methanosarcinales_archaeon_Methan_01__S+,g__Methanosarcinales_archaeon_Methan_01__S+,s__Methanosarcinales_archaeon_Methan_01
2604876,Cenarchaeum_sp_SB0665_bin_23,d__Archaea,k__Archaea,p__Thaumarchaeota,c__Cenarchaeales__O+,o__Cenarchaeales,f__Cenarchaeaceae,g__Cenarchaeum,s__Cenarchaeum_sp_SB0665_bin_23
2721606,Nitrososphaerales_archaeon_TH4187,d__Archaea,k__Archaea,p__Thaumarchaeota,c__Nitrososphaeria,o__Nitrososphaerales,f__Nitrososphaerales_archaeon_TH4187__S+,g__Nitrososphaerales_archaeon_TH4187__S+,s__Nitrososphaerales_archaeon_TH4187
2250274,Candidatus_Micrarchaeota_archaeon,d__Archaea,k__Archaea,p__Candidatus_Micrarchaeota,c__Candidatus_Micrarchaeota_archaeon__S+,o__Candidatus_Micrarchaeota_archaeon__S+,f__Candidatus_Micrarchaeota_archaeon__S+,g__Candidatus_Micrarchaeota_archaeon__S+,s__Candidatus_Micrarchaeota_archaeon
1227453,Haloarcula_japonica_DSM_6131,d__Archaea,k__Archaea,p__Euryarchaeota,c__Halobacteria,o__Halobacteriales,f__Haloarculaceae,g__Haloarcula,s__Haloarcula_japonica
1434100,Methanosarcina_sp_MTP4,d__Archaea,k__Archaea,p__Euryarchaeota,c__Methanomicrobia,o__Methanosarcinales,f__Methanosarcinaceae,g__Methanosarcina,s__Methanosarcina_sp_MTP4
53953,Pyrococcus_horikoshii,d__Archaea,k__Archaea,p__Euryarchaeota,c__Thermococci,o__Thermococcales,f__Thermococcaceae,g__Pyrococcus,s__Pyrococcus_horikoshii
2014239,Candidatus_Altiarchaeum_sp_CG_4_8_14_3_um_filter_33_2054,d__Archaea,k__Archaea,p__Candidatus_Altiarchaeota,c__Candidatus_Altiarchaeales__O+,o__Candidatus_Altiarchaeales,f__Candidatus_Altiarchaeum__G+,g__Candidatus_Altiarchaeum,s__Candidatus_Altiarchaeum_sp_CG_4_8_14_3_um_filter_33_2054
2518118,Halorubrum_sp_SS5,d__Archaea,k__Archaea,p__Euryarchaeota,c__Halobacteria,o__Haloferacales,f__Halorubraceae,g__Halorubrum,s__Halorubrum_sp_SS5
1916023,Candidatus_Woesearchaeota_archaeon_UBA153,d__Archaea,k__Archaea,p__Candidatus_Woesearchaeota,c__Candidatus_Woesearchaeota_archaeon_UBA153__S+,o__Candidatus_Woesearchaeota_archaeon_UBA153__S+,f__Candidatus_Woesearchaeota_archaeon_UBA153__S+,g__Candidatus_Woesearchaeota_archaeon_UBA153__S+,s__Candidatus_Woesearchaeota_archaeon_UBA153
1915614,Acidilobaceae_archaeon_UBA158,d__Archaea,k__Archaea,p__Crenarchaeota,c__Thermoprotei,o__Acidilobales,f__Acidilobaceae,g__Acidilobaceae_archaeon_UBA158__S+,s__Acidilobaceae_archaeon_UBA158
70601,Pyrococcus_horikoshii_OT3,d__Archaea,k__Archaea,p__Euryarchaeota,c__Thermococci,o__Thermococcales,f__Thermococcaceae,g__Pyrococcus,s__Pyrococcus_horikoshii
647113,Methanothermococcus_okinawensis_IH1,d__Archaea,k__Archaea,p__Euryarchaeota,c__Methanococci,o__Methanococcales,f__Methanococcaceae,g__Methanothermococcus,s__Methanothermococcus_okinawensis
1227497,Natronococcus_amylolyticus_DSM_10524,d__Archaea,k__Archaea,p__Euryarchaeota,c__Halobacteria,o__Natrialbales,f__Natrialbaceae,g__Natronococcus,s__Natronococcus_amylolyticus
2268195,Methanomicrobia_archaeon,d__Archaea,k__Archaea,p__Euryarchaeota,c__Methanomicrobia,o__Methanomicrobia_archaeon__S+,f__Methanomicrobia_archaeon__S+,g__Methanomicrobia_archaeon__S+,s__Methanomicrobia_archaeon
1935054,Methanothermococcus_sp_JdFR_03,d__Archaea,k__Archaea,p__Euryarchaeota,c__Methanococci,o__Methanococcales,f__Methanococcaceae,g__Methanothermococcus,s__Methanothermococcus_sp_JdFR_03
2013819,Methanomicrobiales_archaeon_HGW_Methanomicrobiales_3,d__Archaea,k__Archaea,p__Euryarchaeota,c__Methanomicrobia,o__Methanomicrobiales,f__Methanomicrobiales_archaeon_HGW_Methanomicrobiales_3__S+,g__Methanomicrobiales_archaeon_HGW_Methanomicrobiales_3__S+,s__Methanomicrobiales_archaeon_HGW_Methanomicrobiales_3
2528703,Aigarchaeota_archaeon,d__Archaea,k__Archaea,p__Thaumarchaeota,c__Aigarchaeota_archaeon__S+,o__Aigarchaeota_archaeon__S+,f__Aigarchaeota_archaeon__S+,g__Aigarchaeota_archaeon__S+,s__Aigarchaeota_archaeon
2528704,Pyrodictiaceae_archaeon,d__Archaea,k__Archaea,p__Crenarchaeota,c__Thermoprotei,o__Desulfurococcales,f__Pyrodictiaceae,g__Pyrodictiaceae_archaeon__S+,s__Pyrodictiaceae_archaeon
1126240,Halorubrum_rubrum,d__Archaea,k__Archaea,p__Euryarchaeota,c__Halobacteria,o__Haloferacales,f__Halorubraceae,g__Halorubrum,s__Halorubrum_rubrum
2823883,Candidatus_Jordarchaeum_sp_JNZ_1113,d__Archaea,k__Archaea,p__Candidatus_Jordarchaeia__C+,c__Candidatus_Jordarchaeia,o__Candidatus_Jordarchaeales,f__Candidatus_Jordarchaeaceae,g__Candidatus_Jordarchaeum,s__Candidatus_Jordarchaeum_sp_JNZ_1113
931585,Halobellus_salinus,d__Archaea,k__Archaea,p__Euryarchaeota,c__Halobacteria,o__Haloferacales,f__Haloferacaceae,g__Halobellus,s__Halobellus_salinus
869886,Halosimplex_pelagicum,d__Archaea,k__Archaea,p__Euryarchaeota,c__Halobacteria,o__Halobacteriales,f__Haloarculaceae,g__Halosimplex,s__Halosimplex_pelagicum
1434110,Methanosarcina_horonobensis_HB_1_JCM_15518,d__Archaea,k__Archaea,p__Euryarchaeota,c__Methanomicrobia,o__Methanosarcinales,f__Methanosarcinaceae,g__Methanosarcina,s__Methanosarcina_horonobensis
2077140,Candidatus_Parvarchaeota_archaeon,d__Archaea,k__Archaea,p__Candidatus_Parvarchaeota,c__Candidatus_Parvarchaeota_archaeon__S+,o__Candidatus_Parvarchaeota_archaeon__S+,f__Candidatus_Parvarchaeota_archaeon__S+,g__Candidatus_Parvarchaeota_archaeon__S+,s__Candidatus_Parvarchaeota_archaeon
1227483,Halorubrum_litoreum_JCM_13561,d__Archaea,k__Archaea,p__Euryarchaeota,c__Halobacteria,o__Haloferacales,f__Halorubraceae,g__Halorubrum,s__Halorubrum_litoreum
662480,Haloferax_sulfurifontis_ATCC_BAA_897,d__Archaea,k__Archaea,p__Euryarchaeota,c__Halobacteria,o__Haloferacales,f__Haloferacaceae,g__Haloferax,s__Haloferax_sulfurifontis
1915651,Methanomassiliicoccaceae_archaeon_UBA370,d__Archaea,k__Archaea,p__Candidatus_Thermoplasmatota,c__Thermoplasmata,o__Methanomassiliicoccales,f__Methanomassiliicoccaceae,g__Methanomassiliicoccaceae_archaeon_UBA370__S+,s__Methanomassiliicoccaceae_archaeon_UBA370
2044521,Natrarchaeobaculum_sulfurireducens,d__Archaea,k__Archaea,p__Euryarchaeota,c__Halobacteria,o__Natrialbales,f__Natrialbaceae,g__Natrarchaeobaculum,s__Natrarchaeobaculum_sulfurireducens
83984,Methanocorpusculum_labreanum,d__Archaea,k__Archaea,p__Euryarchaeota,c__Methanomicrobia,o__Methanomicrobiales,f__Methanocorpusculaceae,g__Methanocorpusculum,s__Methanocorpusculum_labreanum
2012528,Thermofilum_sp_ex4484_82,d__Archaea,k__Archaea,p__Crenarchaeota,c__Thermoprotei,o__Thermofilales,f__Thermofilaceae,g__Thermofilum,s__Thermofilum_sp_ex4484_82
2750669,Natronomonas_sp_LN261,d__Archaea,k__Archaea,p__Euryarchaeota,c__Halobacteria,o__Halobacteriales,f__Haloarculaceae,g__Natronomonas,s__Natronomonas_sp_LN261
1852874,Euryarchaeota_archaeon_ADurb_Bin009,d__Archaea,k__Archaea,p__Euryarchaeota,c__Euryarchaeota_archaeon_ADurb_Bin009__S+,o__Euryarchaeota_archaeon_ADurb_Bin009__S+,f__Euryarchaeota_archaeon_ADurb_Bin009__S+,g__Euryarchaeota_archaeon_ADurb_Bin009__S+,s__Euryarchaeota_archaeon_ADurb_Bin009
387957,Methanobrevibacter_sp_87_7,d__Archaea,k__Archaea,p__Euryarchaeota,c__Methanobacteria,o__Methanobacteriales,f__Methanobacteriaceae,g__Methanobrevibacter,s__Methanobrevibacter_sp_87_7
662475,Haloarcula_californiae_ATCC_33799,d__Archaea,k__Archaea,p__Euryarchaeota,c__Halobacteria,o__Halobacteriales,f__Haloarculaceae,g__Haloarcula,s__Haloarcula_californiae
1803513,Candidatus_Altiarchaeum_hamiconexum,d__Archaea,k__Archaea,p__Candidatus_Altiarchaeota,c__Candidatus_Altiarchaeales__O+,o__Candidatus_Altiarchaeales,f__Candidatus_Altiarchaeum__G+,g__Candidatus_Altiarchaeum,s__Candidatus_Altiarchaeum_hamiconexum
1915643,Methanomassiliicoccaceae_archaeon_UBA333,d__Archaea,k__Archaea,p__Candidatus_Thermoplasmatota,c__Thermoplasmata,o__Methanomassiliicoccales,f__Methanomassiliicoccaceae,g__Methanomassiliicoccaceae_archaeon_UBA333__S+,s__Methanomassiliicoccaceae_archaeon_UBA333
1919201,Halobacteriales_archaeon_SW_6_65_15,d__Archaea,k__Archaea,p__Euryarchaeota,c__Halobacteria,o__Halobacteriales,f__Halobacteriales_archaeon_SW_6_65_15__S+,g__Halobacteriales_archaeon_SW_6_65_15__S+,s__Halobacteriales_archaeon_SW_6_65_15
1674801,Methanosarcinales_archaeon_Methan_04,d__Archaea,k__Archaea,p__Euryarchaeota,c__Methanomicrobia,o__Methanosarcinales,f__Methanosarcinales_archaeon_Methan_04__S+,g__Methanosarcinales_archaeon_Methan_04__S+,s__Methanosarcinales_archaeon_Methan_04
190975,Methanobrevibacter_thaueri,d__Archaea,k__Archaea,p__Euryarchaeota,c__Methanobacteria,o__Methanobacteriales,f__Methanobacteriaceae,g__Methanobrevibacter,s__Methanobrevibacter_thaueri
1915623,Methanobacteriaceae_archaeon_UBA541,d__Archaea,k__Archaea,p__Euryarchaeota,c__Methanobacteria,o__Methanobacteriales,f__Methanobacteriaceae,g__Methanobacteriaceae_archaeon_UBA541__S+,s__Methanobacteriaceae_archaeon_UBA541
589924,Ferroglobus_placidus_DSM_10642,d__Archaea,k__Archaea,p__Euryarchaeota,c__Archaeoglobi,o__Archaeoglobales,f__Archaeoglobaceae,g__Ferroglobus,s__Ferroglobus_placidus
1860156,Methanobrevibacter_sp_A54,d__Archaea,k__Archaea,p__Euryarchaeota,c__Methanobacteria,o__Methanobacteriales,f__Methanobacteriaceae,g__Methanobrevibacter,s__Methanobrevibacter_sp_A54
2761102,Halobellus_ruber,d__Archaea,k__Archaea,p__Euryarchaeota,c__Halobacteria,o__Haloferacales,f__Haloferacaceae,g__Halobellus,s__Halobellus_ruber
2692199,Halovenus_sp_WSH3,d__Archaea,k__Archaea,p__Euryarchaeota,c__Halobacteria,o__Halobacteriales,f__Halobacteriaceae,g__Halovenus,s__Halovenus_sp_WSH3
2799008,Candidatus_Hermodarchaeota_archaeon,d__Archaea,k__Archaea,p__Candidatus_Hermodarchaeota,c__Candidatus_Hermodarchaeota_archaeon__S+,o__Candidatus_Hermodarchaeota_archaeon__S+,f__Candidatus_Hermodarchaeota_archaeon__S+,g__Candidatus_Hermodarchaeota_archaeon__S+,s__Candidatus_Hermodarchaeota_archaeon
49899,Thermococcus_profundus,d__Archaea,k__Archaea,p__Euryarchaeota,c__Thermococci,o__Thermococcales,f__Thermococcaceae,g__Thermococcus,s__Thermococcus_profundus
176233,uncultured_Methanobacteriaceae_archaeon,d__Archaea,k__Archaea,p__Euryarchaeota,c__Methanobacteria,o__Methanobacteriales,f__Methanobacteriaceae,g__uncultured_Methanobacteriaceae_archaeon__S+,s__uncultured_Methanobacteriaceae_archaeon
2026747,Candidatus_Heimdallarchaeota_archaeon,d__Archaea,k__Archaea,p__Candidatus_Heimdallarchaeota,c__Candidatus_Heimdallarchaeota_archaeon__S+,o__Candidatus_Heimdallarchaeota_archaeon__S+,f__Candidatus_Heimdallarchaeota_archaeon__S+,g__Candidatus_Heimdallarchaeota_archaeon__S+,s__Candidatus_Heimdallarchaeota_archaeon
2614232,Geoglobus_sp,d__Archaea,k__Archaea,p__Euryarchaeota,c__Archaeoglobi,o__Archaeoglobales,f__Archaeoglobaceae,g__Geoglobus,s__Geoglobus_sp
1805095,Crenarchaeota_archaeon_13_1_40CM_3_52_10,d__Archaea,k__Archaea,p__Crenarchaeota,c__Crenarchaeota_archaeon_13_1_40CM_3_52_10__S+,o__Crenarchaeota_archaeon_13_1_40CM_3_52_10__S+,f__Crenarchaeota_archaeon_13_1_40CM_3_52_10__S+,g__Crenarchaeota_archaeon_13_1_40CM_3_52_10__S+,s__Crenarchaeota_archaeon_13_1_40CM_3_52_10
662478,Haloferax_denitrificans_ATCC_35960,d__Archaea,k__Archaea,p__Euryarchaeota,c__Halobacteria,o__Haloferacales,f__Haloferacaceae,g__Haloferax,s__Haloferax_denitrificans
2184060,Natronomonas_sp,d__Archaea,k__Archaea,p__Euryarchaeota,c__Halobacteria,o__Halobacteriales,f__Haloarculaceae,g__Natronomonas,s__Natronomonas_sp
2268204,Thermoplasmatales_archaeon,d__Archaea,k__Archaea,p__Candidatus_Thermoplasmatota,c__Thermoplasmata,o__Thermoplasmatales,f__Thermoplasmatales_archaeon__S+,g__Thermoplasmatales_archaeon__S+,s__Thermoplasmatales_archaeon
1434102,Methanosarcina_sp_WH1,d__Archaea,k__Archaea,p__Euryarchaeota,c__Methanomicrobia,o__Methanosarcinales,f__Methanosarcinaceae,g__Methanosarcina,s__Methanosarcina_sp_WH1
1383851,Halorubrum_halodurans,d__Archaea,k__Archaea,p__Euryarchaeota,c__Halobacteria,o__Haloferacales,f__Halorubraceae,g__Halorubrum,s__Halorubrum_halodurans
2798938,Candidatus_Hodarchaeum_mangrovi,d__Archaea,k__Archaea,p__Candidatus_Hodarchaeota,c__Candidatus_Hodarchaeia,o__Candidatus_Hodarchaeales,f__Candidatus_Hodarchaeaceae,g__Candidatus_Hodarchaeum,s__Candidatus_Hodarchaeum_mangrovi
1915449,Methanobacterium_sp_UBA368,d__Archaea,k__Archaea,p__Euryarchaeota,c__Methanobacteria,o__Methanobacteriales,f__Methanobacteriaceae,g__Methanobacterium,s__Methanobacterium_sp_UBA368
2012503,Candidatus_Aenigmarchaeota_archaeon_ex4484_224,d__Archaea,k__Archaea,p__Candidatus_Aenigmarchaeota,c__Candidatus_Aenigmarchaeota_archaeon_ex4484_224__S+,o__Candidatus_Aenigmarchaeota_archaeon_ex4484_224__S+,f__Candidatus_Aenigmarchaeota_archaeon_ex4484_224__S+,g__Candidatus_Aenigmarchaeota_archaeon_ex4484_224__S+,s__Candidatus_Aenigmarchaeota_archaeon_ex4484_224
2250277,Thermoprotei_archaeon,d__Archaea,k__Archaea,p__Crenarchaeota,c__Thermoprotei,o__Thermoprotei_archaeon__S+,f__Thermoprotei_archaeon__S+,g__Thermoprotei_archaeon__S+,s__Thermoprotei_archaeon
2518119,Halorubrum_sp_SS7,d__Archaea,k__Archaea,p__Euryarchaeota,c__Halobacteria,o__Haloferacales,f__Halorubraceae,g__Halorubrum,s__Halorubrum_sp_SS7
1805422,Candidatus_Woesearchaeota_archaeon_CG1_02_33_12,d__Archaea,k__Archaea,p__Candidatus_Woesearchaeota,c__Candidatus_Woesearchaeota_archaeon_CG1_02_33_12__S+,o__Candidatus_Woesearchaeota_archaeon_CG1_02_33_12__S+,f__Candidatus_Woesearchaeota_archaeon_CG1_02_33_12__S+,g__Candidatus_Woesearchaeota_archaeon_CG1_02_33_12__S+,s__Candidatus_Woesearchaeota_archaeon_CG1_02_33_12
42879,Methanococcus_aeolicus,d__Archaea,k__Archaea,p__Euryarchaeota,c__Methanococci,o__Methanococcales,f__Methanococcaceae,g__Methanococcus,s__Methanococcus_aeolicus
2828780,Methanococcoides_seepicolus,d__Archaea,k__Archaea,p__Euryarchaeota,c__Methanomicrobia,o__Methanosarcinales,f__Methanosarcinaceae,g__Methanococcoides,s__Methanococcoides_seepicolus
2511821,Archaeoglobaceae_archaeon,d__Archaea,k__Archaea,p__Euryarchaeota,c__Archaeoglobi,o__Archaeoglobales,f__Archaeoglobaceae,g__Archaeoglobaceae_archaeon__S+,s__Archaeoglobaceae_archaeon
913025,Thermococcus_sp_PK,d__Archaea,k__Archaea,p__Euryarchaeota,c__Thermococci,o__Thermococcales,f__Thermococcaceae,g__Thermococcus,s__Thermococcus_sp_PK
